PitchNo,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,ContactQuality,PlayResult,OutsonPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Direction,Angle,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,ContactPositionX,ContactPositionY,ContactPositionZ,EffectiveVelo,MaxHeight,MeasuredDuration,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ
74,2,4,Pitcher 1,Right,Team 1,Batter 9,Left,Team 2,Undefined,3,Top,1,1,2,Fastball,Fastball,InPlay,Undefined,LineDrive,NULL,Out,NULL,0,NULL,94.6051663,-1.457206993,-1.070961763,2322.781777,216.867307,1:15,5.764201761,1.072424531,6.283927264,-15.1444633,15.42247708,11.58488596,3.158788527,1.050800413,86.64254043,-4.317438895,1.123194236,0.39792159,87.11388916,-19.00913667,18.09395514,2352.500183,101.3266385,27.29581187,-42.81183723,262.865837,251.9619502,-27.32438144,2.821220093,-6.62736866,8.831453897,-0.999281651,50,5.649517281,2.203457645,-137.76575,-3.991386332,-12.75746518,30.14254993,-15.17379229,0.730701411,3.104487046,-1.112506871,94.72312503,28.84256147,2.675626748,1.02123277,3.128843862,-1.05861834
75,3,1,Pitcher 1,Right,Team 1,Batter 1,Left,Team 2,Undefined,3,Top,2,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,79.33787596,1.085343598,0.556759533,2336.119083,31.06461199,7:00,5.747464586,1.002306266,5.739268311,-60.72480092,-16.05572531,-9.64947099,1.697720102,0.716559594,73.08013284,-10.23319054,-1.259530888,0.481033144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.347036129,-8.94376469,-1.042702754,50,5.800743846,-0.83590988,-115.4063739,0.389423311,7.170114692,22.62242009,-44.16720085,NULL,NULL,NULL,78.35712985,NULL,NULL,0.665543678,1.560863844,-0.699850228
76,3,2,Pitcher 1,Right,Team 1,Batter 1,Left,Team 2,Undefined,3,Top,2,0,1,ChangeUp,ChangeUp,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,87.43456688,-1.778415505,-0.97752487,1723.76583,214.9253855,1:15,5.690144194,1.046543015,6.280882117,-20.70409896,15.01570371,10.5057951,2.325091257,1.02107444,80.41592436,-5.676507877,1.009757566,0.430156058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.000662566,8.678246542,-0.979714989,50,5.548953127,1.859992758,-127.3269087,-4.569915325,-9.891728734,25.13084216,-17.86848484,NULL,NULL,NULL,87.62488821,NULL,NULL,0.685198837,2.25197645,-1.034167913
77,3,3,Pitcher 1,Right,Team 1,Batter 1,Left,Team 2,Undefined,3,Top,2,0,2,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.89554778,-1.164687853,-1.409575062,2245.780892,219.4211035,1:15,5.825130309,0.971131107,6.379681535,-15.45093689,15.35944163,12.64698728,3.465739553,0.728184256,86.27915263,-4.084089516,0.985396947,0.399502991,88.63296793,-50.74295404,15.82464066,3456.641339,62.90798545,23.32900144,-90.23626134,250.5226893,188.3289531,-60.46110324,2.604198608,-7.303190714,8.726000383,-0.875698044,50,5.734062578,2.969207987,-136.7834232,-3.266213225,-13.91140859,28.63711199,-15.55241543,0.022065383,3.328527333,-0.840670908,94.34817099,24.07319367,1.829348736,0.106209157,3.371205775,-0.751502647
78,3,4,Pitcher 1,Right,Team 1,Batter 1,Left,Team 2,Undefined,3,Top,2,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,81.03383339,-0.491368708,-0.7173181,1897.330621,29.4969716,7:00,5.767111501,0.833178536,6.269546716,-57.86194206,-15.39443001,-8.688639452,0.492305258,-0.552114816,74.04850992,-11.40361952,-2.379052595,0.46902925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.531699981,-8.29145423,-0.776007705,50,5.702826666,1.71123375,-117.8858844,-2.577918822,6.249850122,26.58088575,-43.60912732,NULL,NULL,NULL,80.36252855,NULL,NULL,-1.864904468,-0.193650455,0.691978582
79,3,5,Pitcher 1,Right,Team 1,Batter 1,Left,Team 2,Undefined,3,Top,2,1,2,Curveball,Curveball,InPlay,Undefined,GroundBall,NULL,Out,NULL,0,NULL,80.35005501,2.386380373,0.49002507,1917.7763,19.57103981,6:45,5.786769374,0.918159879,5.851656714,-57.11840506,-13.62968641,-4.832657489,3.245376066,0.97071615,73.43618206,-8.336378359,-0.422346522,0.47463507,79.46945454,-27.07214277,-51.55650479,NULL,NULL,NULL,NULL,3.710595354,3.654368219,-35.20631234,0.034125366,2.754261413,-8.069332523,-0.955107504,50,5.94729805,-0.8573084,-116.8070349,3.193074395,3.776687166,23.54392546,-43.23884598,0.835317027,3.114020266,-1.015408788,79.41338285,3.114020266,0.033410726,0.882628786,3.166533001,-0.966729848
80,1,1,Pitcher 1,Left,Team 2,Batter 3,Right,Team 1,Undefined,3,Bottom,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,80.38630529,0.757884325,1.433011029,2596.222332,331.4545707,5:00,6.77352209,-1.539446627,6.316177428,-52.81093044,-10.60315992,5.748787632,3.070851924,0.259640982,74.55108331,-9.154872105,2.520318565,0.467592702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.761426034,-6.005486508,1.432004871,50,6.803352277,-3.085204893,-117.090412,0.115633384,-3.846730744,21.40403033,-40.53983106,NULL,NULL,NULL,80.60941996,NULL,NULL,-1.708057315,2.54822169,-0.399201417
81,1,2,Pitcher 1,Left,Team 2,Batter 3,Right,Team 1,Undefined,3,Bottom,0,0,1,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,NULL,Single,NULL,0,NULL,86.76026951,-1.817036088,3.172981864,1810.410689,121.8609746,10:00,6.505420919,-2.152055978,6.739474963,-27.21416393,8.376961575,-13.52636637,2.574473094,-0.377536662,80.24790497,-6.966366485,0.601149487,0.429380561,98.54202604,-27.90265022,-3.153653198,NULL,NULL,NULL,NULL,30.55764505,29.53324442,-26.47361578,0.209550171,8.314228983,5.111843578,1.948979948,50,6.375092484,-6.637658537,-126.2862473,-4.742983301,13.54044043,23.68024767,-23.84896951,1.564184633,2.554771385,0.308685751,87.78314605,2.554771385,0.202165856,1.838738194,2.625873906,0.382051904
82,2,1,Pitcher 1,Left,Team 2,Batter 4,Right,Team 1,Undefined,3,Bottom,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.84280109,-3.430994023,1.0687227,2397.200517,161.9955097,11:30,6.680855892,-1.918718668,6.288689321,-10.725849,18.85111079,-6.134747511,2.621243865,-1.445069202,88.66990901,-5.44047808,-0.087194815,0.391424751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.60524544,11.11498785,1.843181716,50,6.423039821,-2.400693788,-139.4600716,-8.713901062,7.189566758,27.66782653,-10.00858202,NULL,NULL,NULL,96.29533248,NULL,NULL,-1.910252775,2.300187585,1.452533253
83,2,2,Pitcher 1,Left,Team 2,Batter 4,Right,Team 1,Undefined,3,Bottom,0,1,0,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,NULL,Out,NULL,0,NULL,87.78864639,-2.663966145,2.664807854,1653.728875,132.5720418,10:30,6.53213254,-2.051940203,6.722950102,-24.6710649,9.98749497,-10.90342676,2.03732239,-0.523537519,81.57874826,-7.313777215,0.595993346,0.423717865,104.4573831,-19.90025446,2.984225331,2505.803034,NULL,NULL,NULL,80.58593083,80.58593083,-21.37250484,0.55762207,6.685696875,6.178599886,1.880541426,50,6.346252219,-5.649684653,-127.7960362,-6.627684364,11.19933547,23.15105002,-21.8241607,1.472105892,2.010530482,0.484495453,88.95630719,2.765211801,0.557797105,1.526382295,2.051394268,0.52468351
84,3,1,Pitcher 1,Left,Team 2,Batter 5,Right,Team 1,Undefined,3,Bottom,2,0,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,96.68107803,-3.128476768,3.021155805,2313.685386,160.7853367,11:15,6.654864824,-1.586141971,6.950702147,-11.58905823,16.86430848,-5.885883785,2.835754617,0.674825664,89.2015466,-5.331676245,1.89875569,0.383917889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.053623351,10.2222494,1.400925004,50,6.456452151,-7.256072864,-140.6566127,-8.028319749,8.195155259,29.1713863,-11.50786582,NULL,NULL,NULL,98.17822405,NULL,NULL,-1.228390585,2.585818815,-0.761015156
85,3,2,Pitcher 1,Left,Team 2,Batter 5,Right,Team 1,Undefined,3,Bottom,2,0,1,Slider,Slider,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,89.17610471,-0.66618714,2.205259134,2313.573045,217.632285,1:15,6.670430086,-1.735542327,6.280170136,-29.40334012,4.462676192,3.462507241,3.605718263,0.586346721,83.39099399,-6.154928282,2.853977391,0.418845231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.39827724,2.576166611,1.571320689,50,6.606684376,-5.111478078,-129.9720224,-2.416859179,-2.440467181,22.04866234,-27.67776564,NULL,NULL,NULL,89.99117986,NULL,NULL,-1.913498269,3.234794689,-0.753701204
86,3,3,Pitcher 1,Left,Team 2,Batter 5,Right,Team 1,Undefined,3,Bottom,2,1,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.03291697,-3.22224762,1.341879356,2265.719295,164.5234684,11:30,6.634535478,-1.697546163,6.789301239,-12.37376243,17.22561038,-4.776322216,2.658521427,-0.870611716,87.67102562,-5.566762417,0.431930685,0.391573031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.997395134,10.3996983,1.61248182,50,6.420762151,-3.102194925,-138.3615898,-8.151370408,5.858735076,28.47227195,-11.84670615,NULL,NULL,NULL,96.25886755,NULL,NULL,-1.176482395,2.402757015,0.852226562
87,3,4,Pitcher 1,Left,Team 2,Batter 5,Right,Team 1,Undefined,3,Bottom,2,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,83.58079614,-2.572557891,1.400795404,2591.125171,339.1554971,5:15,6.702893767,-1.631664274,6.226737053,-49.91084287,-10.51857437,3.992474395,0.168110612,-0.006436514,77.79891779,-11.84933399,2.156354983,0.451728003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.787832503,-5.022445408,1.52516848,50,6.485834865,-3.087382628,-121.5852718,-6.892246798,-2.674608974,23.97569373,-39.68765933,NULL,NULL,NULL,83.44042486,NULL,NULL,3.178998031,0.532568942,0.072349475
88,3,5,Pitcher 1,Left,Team 2,Batter 5,Right,Team 1,Undefined,3,Bottom,2,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,82.01390257,-1.130131005,1.946513754,2765.246132,334.2668502,5:15,6.749804351,-1.669112647,6.447233847,-54.23474467,-13.59798865,6.537627661,1.191287046,0.664587981,76.08008538,-11.29650381,3.189418436,0.458808055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.036984261,-7.162054971,1.528412467,50,6.645234264,-4.232639562,-119.3874571,-3.809277526,-4.365668193,23.84741807,-42.4695104,NULL,NULL,NULL,82.15282206,NULL,NULL,1.260009271,1.159896623,-0.673323323
89,3,6,Pitcher 1,Left,Team 2,Batter 5,Right,Team 1,Undefined,3,Bottom,2,3,2,Curveball,Curveball,StrikeCalled,Strikeout,Undefined,NULL,Undefined,NULL,0,NULL,80.03445448,0.371243533,1.997376118,2529.674365,338.2125508,5:15,6.724505901,-1.734137507,5.907471466,-52.93236077,-9.749092844,3.882486291,2.658238965,0.443906795,74.42732581,-9.467402956,2.724974923,0.472965291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.571612576,-5.349872057,1.571741437,50,6.723850056,-4.17654883,-116.4995391,-0.79396393,-2.173111404,20.63279114,-39.57146198,NULL,NULL,NULL,79.6937476,NULL,NULL,-1.483416583,2.158360294,-0.583091226
90,1,1,Pitcher 1,Right,Team 1,Batter 2,Right,Team 2,Undefined,4,Top,0,0,0,Curveball,Curveball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,78.92083542,1.217684879,-0.94482901,2392.840263,21.2337044,6:45,5.781916765,1.011846181,5.889221433,-63.57592397,-18.79537449,-7.288456927,1.614760788,-0.472795685,73.02773878,-10.63350156,-2.317532152,0.481632991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.66260953,-10.49227762,-0.931616692,50,5.843394692,2.103296312,-114.8344478,0.614137266,4.876178218,21.85632666,-46.14283643,NULL,NULL,NULL,78.25954043,NULL,NULL,2.141236742,1.749719718,0.443608362
91,1,2,Pitcher 1,Right,Team 1,Batter 2,Right,Team 2,Undefined,4,Top,0,0,1,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.05582395,-1.103234706,-0.916316132,2315.731133,219.4313519,1:15,5.800783113,1.007653995,6.462416675,-16.52965076,14.69843867,12.10832595,3.409837551,1.175057135,85.6385371,-4.228596553,1.379066454,0.402202,53.01656399,113.52513,35.43064508,4535.573058,-57.27789258,20.45796368,93.91082469,137.2576888,57.96485618,122.9635471,2.658161011,-6.894436159,8.366923374,-0.948572154,50,5.715517266,1.798690441,-135.6115198,-3.117372233,-12.92105555,27.88185078,-16.49336355,0.063683423,3.258275674,-1.259207774,93.71504007,30.54084264,1.021168355,0.091348174,3.310777131,-1.207725757
92,1,3,Pitcher 1,Right,Team 1,Batter 2,Right,Team 2,Undefined,4,Top,0,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,81.66217826,-3.06842395,-2.675689811,2211.349204,23.80233829,6:45,5.792220862,0.825318819,5.982790276,-58.8378188,-16.53168288,-7.276583439,-1.960510924,-2.262641258,75.62931726,-13.93386143,-4.053036824,0.468137249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.090586432,-7.989040362,-0.610225156,50,5.517560271,5.747536709,-118.4894471,-8.057461995,4.328017578,25.80294926,-43.36179816,NULL,NULL,NULL,80.5156535,NULL,NULL,10.40295782,0.10373291,1.647030254
93,1,4,Pitcher 1,Right,Team 1,Batter 2,Right,Team 2,Undefined,4,Top,0,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.68817122,-2.42663106,-3.317748037,2303.328697,217.0950512,1:15,5.870093512,0.777296677,6.42250801,-17.00228513,14.14475531,10.71531634,2.217827072,-1.382531104,85.76453031,-5.642243245,-1.285723093,0.401679726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.804215126,8.444349581,-0.545852974,50,5.689184512,7.563533541,-136.1711001,-6.304551029,-12.78733142,29.64787299,-16.30437149,NULL,NULL,NULL,93.83689073,NULL,NULL,-1.865598463,1.886816368,1.452002575
94,1,5,Pitcher 1,Right,Team 1,Batter 2,Right,Team 2,Undefined,4,Top,0,2,2,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,94.19609639,-1.186414805,-2.311335794,2296.961679,216.2333876,1:15,5.763097516,0.968720784,6.371070726,-15.96717277,14.82531868,10.88258382,3.339950302,-0.251986192,86.11067244,-4.21097691,-0.246737447,0.399387008,79.86042465,154.2515803,16.22940141,3396.630546,-102.249225,20.54677078,40.55960054,208.8931938,63.88869156,162.0948254,2.308859253,-6.611092992,8.463095343,-0.807189928,50,5.67000317,5.192613055,-137.1060177,-3.342518915,-12.58951376,30.19312438,-16.05776409,-0.673285937,3.164424528,0.179978387,94.37557,20.54865714,0.600909176,-0.563401905,3.191892904,0.258967737
95,1,6,Pitcher 1,Right,Team 1,Batter 2,Right,Team 2,Undefined,4,Top,0,2,2,Slider,Slider,InPlay,Undefined,GroundBall,NULL,Out,NULL,0,NULL,85.2779888,-0.520222467,-1.711897585,2319.176577,91.96420576,9:00,5.759053769,0.99562509,5.700687016,-38.04554583,0.062049405,-2.735970783,2.103669078,-0.827827225,79.35362197,-7.563363902,-2.221362348,0.444300999,70.86322673,23.21861634,6.254748562,2993.998175,NULL,NULL,NULL,81.42437681,80.04596896,26.98862077,0.84204895,1.047098561,0.15891352,-0.850473609,50,5.691626033,3.800068926,-124.1700582,-2.365284305,1.655628469,21.8936189,-31.92278114,0.907368813,1.984420499,0.784489501,84.83522784,3.920190339,0.826724731,0.993574786,2.047214919,0.844255638
96,2,1,Pitcher 1,Right,Team 1,Batter 3,Left,Team 2,Undefined,4,Top,1,0,0,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,88.32756616,-1.166167047,-1.35354479,1802.224656,241.4692458,2:00,5.737927993,1.119223301,6.36796696,-26.64876014,8.21546206,15.16513371,2.443810512,1.1374148,81.36894162,-6.189084031,1.518991136,0.424973166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.671557617,4.812660737,-1.028761964,50,5.64119035,2.592093985,-128.6645239,-3.40713527,-14.59990614,25.60227957,-24.07119113,NULL,NULL,NULL,88.69354468,NULL,NULL,-1.7704097,2.088326003,-1.22747697
97,2,2,Pitcher 1,Right,Team 1,Batter 3,Left,Team 2,Undefined,4,Top,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,84.63220712,-2.11281428,-1.614237498,2395.24588,68.90672408,8:15,5.781581558,0.948238763,5.610613649,-40.23455391,-1.145939456,-2.886295957,0.45518789,-0.799212115,78.64351177,-9.530361098,-2.152496325,0.44998357,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.119921052,-0.062580206,-0.808589324,50,5.575192343,3.562731789,-123.0857693,-5.853415561,1.729284574,22.93872396,-32.27067946,NULL,NULL,NULL,83.76389508,NULL,NULL,2.6926934,0.667297024,0.751414498
98,2,3,Pitcher 1,Right,Team 1,Batter 3,Left,Team 2,Undefined,4,Top,1,1,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.64254183,-2.175356392,-2.186048808,2265.801374,222.1955149,1:30,5.765344776,0.835899736,6.5920872,-16.63902066,14.15585664,12.85701198,2.383407436,-0.096392742,86.08086585,-5.32724426,0.258271605,0.39940248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.682462629,8.397743688,-0.69221209,50,5.609693143,4.819922388,-136.3250438,-5.678977167,-14.52601159,28.63829565,-16.29558249,NULL,NULL,NULL,94.37191403,NULL,NULL,-2.203593392,2.037908906,0.07395583
99,2,4,Pitcher 1,Right,Team 1,Batter 3,Left,Team 2,Undefined,4,Top,1,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,94.70492757,-3.132946485,-2.910244432,2296.364863,219.888877,1:15,5.818850454,0.834697186,6.641607623,-15.54836459,14.57474061,12.20256532,1.649059751,-0.814406179,87.08395613,-6.076528389,-0.589983592,0.395022095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.522538674,8.895567843,-0.643634279,50,5.600908515,6.636125645,-137.699674,-8.010657302,-14.51533616,29.15105678,-15.0093435,NULL,NULL,NULL,95.4184007,NULL,NULL,-0.350732984,1.459141897,0.831225047
100,2,5,Pitcher 1,Right,Team 1,Batter 3,Left,Team 2,Undefined,4,Top,1,2,2,Curveball,Curveball,InPlay,Undefined,LineDrive,NULL,Double,NULL,0,NULL,80.0730861,1.253890641,0.205712732,2043.29162,35.63574353,7:15,5.753002828,0.927884517,5.883953377,-57.09388291,-13.63745547,-9.750351936,2.15961552,0.306361168,73.87020798,-9.411800441,-1.630613855,0.474458824,102.2725953,-7.787190687,18.03484071,2359.415473,108.0747813,31.42741641,-20.48825254,350.3957046,349.88601,-17.55611571,3.578114624,5.317813398,-7.711602167,-0.938836818,50,5.821125049,-0.133517165,-116.53246,0.88255338,7.298905635,22.2788951,-42.75852234,1.013289957,2.095508432,-0.358639008,79.44288227,41.45579048,3.571071941,1.169566557,2.118515183,-0.299305676
101,3,1,Pitcher 1,Right,Team 1,Batter 4,Right,Team 2,Undefined,4,Top,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.50291133,-0.564484602,-2.152621731,2146.98385,210.2945612,1:00,5.821330389,1.022525421,6.522057438,-13.90124598,17.14043338,10.02900279,4.144671058,-0.117398776,85.44164124,-3.207365058,-0.244796822,0.400999769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.127346831,9.611947446,-0.877410008,50,5.776001033,4.815607874,-136.1687439,-1.762123263,-11.51191962,29.71874521,-14.11534069,NULL,NULL,NULL,93.99600553,NULL,NULL,-2.039908684,3.944908945,0.127793666
102,3,2,Pitcher 1,Right,Team 1,Batter 4,Right,Team 2,Undefined,4,Top,1,1,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.45519734,-1.119167529,-1.697176544,2176.825432,205.3927575,12:45,5.785943016,0.909596293,6.255961967,-16.23943674,15.72813799,7.478488089,3.400187123,-0.032470466,84.85362456,-4.182582234,-0.283764755,0.406936235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.532420283,8.88253053,-0.787560851,50,5.694929176,3.752763796,-134.635678,-3.144882305,-8.356604568,28.00588754,-15.79697172,NULL,NULL,NULL,92.62477326,NULL,NULL,-1.709129981,3.165904201,0.045330582
103,3,3,Pitcher 1,Right,Team 1,Batter 4,Right,Team 2,Undefined,4,Top,1,2,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.54635377,-2.231672569,-1.241500484,2266.13378,212.9338049,1:00,5.743343422,0.985756259,6.667860962,-15.97960975,15.5617441,10.09741258,2.368612337,0.691276954,84.73570379,-5.268735102,0.685983168,0.404214309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.946860551,9.254057253,-0.906845957,50,5.587421809,2.6286791,-134.768489,-5.715195159,-10.93554476,29.32797715,-15.15697603,NULL,NULL,NULL,93.24849627,NULL,NULL,-1.376257292,2.106465311,-0.727607519
104,3,4,Pitcher 1,Right,Team 1,Batter 4,Right,Team 2,Undefined,4,Top,1,2,1,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.80792598,-1.008495929,-2.221552653,2215.516109,217.2417937,1:15,5.827296283,1.058500322,6.676883191,-16.14181879,15.2144076,11.58574532,3.558919597,-0.009016307,84.80844962,-4.085075656,-0.010100926,0.403026325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.0502289,8.725049156,-0.914917327,50,5.753360824,4.908039047,-135.1605416,-2.848123357,-13.03576793,29.58914423,-16.04156299,NULL,NULL,NULL,93.52336118,NULL,NULL,-1.572357365,3.340147242,0.005739906
105,3,5,Pitcher 1,Right,Team 1,Batter 4,Right,Team 2,Undefined,4,Top,1,2,2,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.44617048,-0.87809827,-2.280221974,2130.10576,213.075272,1:00,5.774643449,1.017588328,6.551308502,-16.3363266,15.36523838,10.02424509,3.607491528,-0.23879919,84.61483906,-3.981885661,-0.373361037,0.405239592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.158367459,8.724005507,-0.864707053,50,5.70698661,5.06298549,-134.622766,-2.549780526,-11.31982656,28.78515652,-16.13826799,NULL,NULL,NULL,93.01257149,NULL,NULL,-1.579309805,3.393597273,0.255044109
106,3,6,Pitcher 1,Right,Team 1,Batter 4,Right,Team 2,Undefined,4,Top,1,3,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,NULL,Undefined,NULL,0,NULL,83.8887025,-1.367604724,-1.61859122,2211.446001,130.9252459,10:15,5.809826968,1.156587183,5.906106476,-37.23129931,2.314780401,-2.707918207,1.437172797,-0.571715444,77.24769643,-8.315542082,-2.128026721,0.452609054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.008978034,1.631609298,-1.02522729,50,5.678810407,3.531347391,-122.0474877,-4.050831039,1.521082965,24.13663795,-29.71431898,NULL,NULL,NULL,83.27799944,NULL,NULL,0.247594438,1.264367543,0.615287972
107,4,1,Pitcher 1,Right,Team 1,Batter 5,Left,Team 2,Undefined,4,Top,2,0,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.19361015,-2.953841253,-1.821488697,2187.995053,207.8695183,1:00,5.712724318,1.01772664,6.403712992,-16.5636844,14.743665,7.810135804,1.612776032,-0.006729492,85.84054436,-6.072345492,-0.34277618,0.40271209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.758490639,8.857591228,-0.891097981,50,5.493529581,4.070345787,-135.5926105,-7.512768637,-8.914160018,27.91712646,-15.58097492,NULL,NULL,NULL,93.59633697,NULL,NULL,-0.749854246,1.379506537,0.018376101
108,4,2,Pitcher 1,Right,Team 1,Batter 5,Left,Team 2,Undefined,4,Top,2,0,1,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.85377869,-1.842982205,-1.222491021,2132.590686,214.2581465,1:15,5.726969679,1.112856864,6.566844826,-16.32591255,15.00187126,10.23532753,2.676258534,0.845113141,85.30830944,-4.936225918,0.723820842,0.402843495,22.68893628,-136.0814323,79.64364609,NULL,NULL,NULL,NULL,7.459123946,1.542404599,-161.6472468,1.365202026,-5.977195533,8.774593844,-1.033341663,50,5.593337417,2.581693481,-135.2609042,-4.839382654,-11.11778603,28.3962895,-15.85300697,4.31479756,2.889385662,-0.851631629,93.56580661,10.04822293,0.536874811,-0.594312607,2.500170812,-0.872018468
109,1,1,Pitcher 1,Left,Team 2,Batter 6,Right,Team 1,Undefined,4,Bottom,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,78.37655134,1.292711348,1.599520318,2611.32079,343.7846009,5:30,6.775316239,-1.725941614,5.853328673,-58.9177959,-13.33278341,3.86636159,3.067151089,0.082657941,72.14037623,-9.71538206,2.327798915,0.485939897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.616274402,-7.568865121,1.593937375,50,6.845929754,-3.293776376,-113.9861374,0.884612414,-2.115410988,21.96949428,-42.08032463,NULL,NULL,NULL,77.56592275,NULL,NULL,-0.773915424,2.681617491,-0.17237312
